format_raw,Format,Metric,Year,count,Revenue [m$],Units [m]
Download Single,Download,Units,1984,1,0.0,0.0
Download Single,Download,Units,1985,1,0.0,0.0
Download Single,Download,Units,1986,1,0.0,0.0
Download Single,Download,Units,1987,1,0.0,0.0
Download Single,Download,Units,1988,1,0.0,0.0
Download Single,Download,Units,1989,1,0.0,0.0
Download Single,Download,Units,1990,1,0.0,0.0
Download Single,Download,Units,1991,1,0.0,0.0
Download Single,Download,Units,1992,1,0.0,0.0
Download Single,Download,Units,1993,1,0.0,0.0
Download Single,Download,Units,1994,1,0.0,0.0
Download Single,Download,Units,1995,1,0.0,0.0
Download Single,Download,Units,1996,1,0.0,0.0
Download Single,Download,Units,1997,1,0.0,0.0
Download Single,Download,Units,1998,1,0.0,0.0
Download Single,Download,Units,1999,1,0.0,0.0
Download Single,Download,Units,2000,1,0.0,0.0
Download Single,Download,Units,2001,1,0.0,0.0
Download Single,Download,Units,2002,1,0.0,0.0
Download Single,Download,Units,2003,1,0.0,0.0
Download Single,Download,Units,2004,1,0.0,139.4
Download Single,Download,Units,2005,1,0.0,366.9
Download Single,Download,Units,2006,1,0.0,586.4
Download Single,Download,Units,2007,1,0.0,819.4
Download Single,Download,Units,2008,1,0.0,1042.7
Download Single,Download,Units,2009,1,0.0,1124.4
Download Single,Download,Units,2010,1,0.0,1177.4
Download Single,Download,Units,2011,1,0.0,1332.3
Download Single,Download,Units,2012,1,0.0,1402.7
Download Single,Download,Units,2013,1,0.0,1332.8
Download Single,Download,Units,2014,1,0.0,1154.4
Download Single,Download,Units,2015,1,0.0,986.3
Download Single,Download,Units,2016,1,0.0,743.0
Download Single,Download,Units,2017,1,0.0,553.5
Download Single,Download,Units,2018,1,0.0,399.8
Download Single,Download,Units,2019,1,0.0,335.3
Download Album,Download,Units,1973,1,0.0,0.0
Download Album,Download,Units,1974,1,0.0,0.0
Download Album,Download,Units,1975,1,0.0,0.0
Download Album,Download,Units,1976,1,0.0,0.0
Download Album,Download,Units,1977,1,0.0,0.0
Download Album,Download,Units,1978,1,0.0,0.0
Download Album,Download,Units,1979,1,0.0,0.0
Download Album,Download,Units,1980,1,0.0,0.0
Download Album,Download,Units,1981,1,0.0,0.0
Download Album,Download,Units,1982,1,0.0,0.0
Download Album,Download,Units,1983,1,0.0,0.0
Download Album,Download,Units,1984,1,0.0,0.0
Download Album,Download,Units,1985,1,0.0,0.0
Download Album,Download,Units,1986,1,0.0,0.0
Download Album,Download,Units,1987,1,0.0,0.0
Download Album,Download,Units,1988,1,0.0,0.0
Download Album,Download,Units,1989,1,0.0,0.0
Download Album,Download,Units,1990,1,0.0,0.0
Download Album,Download,Units,1991,1,0.0,0.0
Download Album,Download,Units,1992,1,0.0,0.0
Download Album,Download,Units,1993,1,0.0,0.0
Download Album,Download,Units,1994,1,0.0,0.0
Download Album,Download,Units,1995,1,0.0,0.0
Download Album,Download,Units,1996,1,0.0,0.0
Download Album,Download,Units,1997,1,0.0,0.0
Download Album,Download,Units,1998,1,0.0,0.0
Download Album,Download,Units,1999,1,0.0,0.0
Download Album,Download,Units,2000,1,0.0,0.0
Download Album,Download,Units,2001,1,0.0,0.0
Download Album,Download,Units,2002,1,0.0,0.0
Download Album,Download,Units,2003,1,0.0,0.0
Download Album,Download,Units,2004,1,0.0,4.6
Download Album,Download,Units,2005,1,0.0,13.6
Download Album,Download,Units,2006,1,0.0,27.6
Download Album,Download,Units,2007,1,0.0,49.8
Download Album,Download,Units,2008,1,0.0,63.6
Download Album,Download,Units,2009,1,0.0,74.5
Download Album,Download,Units,2010,1,0.0,85.8
Download Album,Download,Units,2011,1,0.0,103.9
Download Album,Download,Units,2012,1,0.0,116.7
Download Album,Download,Units,2013,1,0.0,118.0
Download Album,Download,Units,2014,1,0.0,114.2
Download Album,Download,Units,2015,1,0.0,106.8
Download Album,Download,Units,2016,1,0.0,85.1
Download Album,Download,Units,2017,1,0.0,66.4
Download Album,Download,Units,2018,1,0.0,49.7
Download Album,Download,Units,2019,1,0.0,40.2
Kiosk,Other,Units,1973,1,0.0,0.0
Kiosk,Other,Units,1974,1,0.0,0.0
Kiosk,Other,Units,1975,1,0.0,0.0
Kiosk,Other,Units,1976,1,0.0,0.0
Kiosk,Other,Units,1977,1,0.0,0.0
Kiosk,Other,Units,1978,1,0.0,0.0
Kiosk,Other,Units,1979,1,0.0,0.0
Kiosk,Other,Units,1980,1,0.0,0.0
Kiosk,Other,Units,1981,1,0.0,0.0
Kiosk,Other,Units,1982,1,0.0,0.0
Kiosk,Other,Units,1983,1,0.0,0.0
Kiosk,Other,Units,1984,1,0.0,0.0
Kiosk,Other,Units,1985,1,0.0,0.0
Kiosk,Other,Units,1986,1,0.0,0.0
Kiosk,Other,Units,1987,1,0.0,0.0
Kiosk,Other,Units,1988,1,0.0,0.0
Kiosk,Other,Units,1989,1,0.0,0.0
Kiosk,Other,Units,1990,1,0.0,0.0
Kiosk,Other,Units,1991,1,0.0,0.0
Kiosk,Other,Units,1992,1,0.0,0.0
Kiosk,Other,Units,1993,1,0.0,0.0
Kiosk,Other,Units,1994,1,0.0,0.0
Kiosk,Other,Units,1995,1,0.0,0.0
Kiosk,Other,Units,1996,1,0.0,0.0
Kiosk,Other,Units,1997,1,0.0,0.0
Kiosk,Other,Units,1998,1,0.0,0.0
Kiosk,Other,Units,1999,1,0.0,0.0
Kiosk,Other,Units,2000,1,0.0,0.0
Kiosk,Other,Units,2001,1,0.0,0.0
Kiosk,Other,Units,2002,1,0.0,0.0
Kiosk,Other,Units,2003,1,0.0,0.0
Kiosk,Other,Units,2004,1,0.0,0.0
Kiosk,Other,Units,2005,1,0.0,0.7
Kiosk,Other,Units,2006,1,0.0,1.4
Kiosk,Other,Units,2007,1,0.0,1.8
Kiosk,Other,Units,2008,1,0.0,1.6
Kiosk,Other,Units,2009,1,0.0,1.7
Kiosk,Other,Units,2010,1,0.0,1.7
Kiosk,Other,Units,2011,1,0.0,1.3
Kiosk,Other,Units,2012,1,0.0,2.0
Kiosk,Other,Units,2013,1,0.0,3.7
Kiosk,Other,Units,2014,1,0.0,1.6
Kiosk,Other,Units,2015,1,0.0,2.2
Kiosk,Other,Units,2016,1,0.0,1.7
Kiosk,Other,Units,2017,1,0.0,1.3
Kiosk,Other,Units,2018,1,0.0,1.1
Kiosk,Other,Units,2019,1,0.0,0.9
Download Music Video,Download,Units,1973,1,0.0,0.0
Download Music Video,Download,Units,1974,1,0.0,0.0
Download Music Video,Download,Units,1975,1,0.0,0.0
Download Music Video,Download,Units,1976,1,0.0,0.0
Download Music Video,Download,Units,1977,1,0.0,0.0
Download Music Video,Download,Units,1978,1,0.0,0.0
Download Music Video,Download,Units,1979,1,0.0,0.0
Download Music Video,Download,Units,1980,1,0.0,0.0
Download Music Video,Download,Units,1981,1,0.0,0.0
Download Music Video,Download,Units,1982,1,0.0,0.0
Download Music Video,Download,Units,1983,1,0.0,0.0
Download Music Video,Download,Units,1984,1,0.0,0.0
Download Music Video,Download,Units,1985,1,0.0,0.0
Download Music Video,Download,Units,1986,1,0.0,0.0
Download Music Video,Download,Units,1987,1,0.0,0.0
Download Music Video,Download,Units,1988,1,0.0,0.0
Download Music Video,Download,Units,1989,1,0.0,0.0
Download Music Video,Download,Units,1990,1,0.0,0.0
Download Music Video,Download,Units,1991,1,0.0,0.0
Download Music Video,Download,Units,1992,1,0.0,0.0
Download Music Video,Download,Units,1993,1,0.0,0.0
Download Music Video,Download,Units,1994,1,0.0,0.0
Download Music Video,Download,Units,1995,1,0.0,0.0
Download Music Video,Download,Units,1996,1,0.0,0.0
Download Music Video,Download,Units,1997,1,0.0,0.0
Download Music Video,Download,Units,1998,1,0.0,0.0
Download Music Video,Download,Units,1999,1,0.0,0.0
Download Music Video,Download,Units,2000,1,0.0,0.0
Download Music Video,Download,Units,2001,1,0.0,0.0
Download Music Video,Download,Units,2002,1,0.0,0.0
Download Music Video,Download,Units,2003,1,0.0,0.0
Download Music Video,Download,Units,2004,1,0.0,0.0
Download Music Video,Download,Units,2005,1,0.0,1.9
Download Music Video,Download,Units,2006,1,0.0,9.9
Download Music Video,Download,Units,2007,1,0.0,14.2
Download Music Video,Download,Units,2008,1,0.0,20.8
Download Music Video,Download,Units,2009,1,0.0,20.5
Download Music Video,Download,Units,2010,1,0.0,18.4
Download Music Video,Download,Units,2011,1,0.0,16.3
Download Music Video,Download,Units,2012,1,0.0,10.5
Download Music Video,Download,Units,2013,1,0.0,8.4
Download Music Video,Download,Units,2014,1,0.0,6.8
Download Music Video,Download,Units,2015,1,0.0,3.2
Download Music Video,Download,Units,2016,1,0.0,2.1
Download Music Video,Download,Units,2017,1,0.0,1.4
Download Music Video,Download,Units,2018,1,0.0,1.1
Download Music Video,Download,Units,2019,1,0.0,0.9
Ringtones & Ringbacks,Ringtones,Units,1973,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1974,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1975,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1976,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1977,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1978,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1979,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1980,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1981,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1982,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1983,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1984,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1985,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1986,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1987,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1988,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1989,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1990,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1991,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1992,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1993,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1994,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1995,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1996,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1997,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1998,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,1999,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,2000,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,2001,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,2002,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,2003,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,2004,1,0.0,0.0
Ringtones & Ringbacks,Ringtones,Units,2005,1,0.0,170.0
Ringtones & Ringbacks,Ringtones,Units,2006,1,0.0,315.0
Ringtones & Ringbacks,Ringtones,Units,2007,1,0.0,433.8
Ringtones & Ringbacks,Ringtones,Units,2008,1,0.0,405.1
Ringtones & Ringbacks,Ringtones,Units,2009,1,0.0,294.3
Ringtones & Ringbacks,Ringtones,Units,2010,1,0.0,188.5
Ringtones & Ringbacks,Ringtones,Units,2011,1,0.0,115.4
Ringtones & Ringbacks,Ringtones,Units,2012,1,0.0,58.8
Ringtones & Ringbacks,Ringtones,Units,2013,1,0.0,39.4
Ringtones & Ringbacks,Ringtones,Units,2014,1,0.0,26.6
Ringtones & Ringbacks,Ringtones,Units,2015,1,0.0,21.9
Ringtones & Ringbacks,Ringtones,Units,2016,1,0.0,22.6
Ringtones & Ringbacks,Ringtones,Units,2017,1,0.0,14.3
Ringtones & Ringbacks,Ringtones,Units,2018,1,0.0,10.0
Ringtones & Ringbacks,Ringtones,Units,2019,1,0.0,8.6
Paid Subscriptions,Paid Subscription,Units,1973,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1974,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1975,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1976,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1977,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1978,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1979,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1980,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1981,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1982,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1983,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1984,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1985,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1986,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1987,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1988,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1989,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1990,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1991,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1992,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1993,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1994,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1995,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1996,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1997,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1998,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1999,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2000,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2001,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2002,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2003,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2004,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2005,1,0.0,1.3
Paid Subscriptions,Paid Subscription,Units,2006,1,0.0,1.7
Paid Subscriptions,Paid Subscription,Units,2007,1,0.0,1.8
Paid Subscriptions,Paid Subscription,Units,2008,1,0.0,1.6
Paid Subscriptions,Paid Subscription,Units,2009,1,0.0,1.2
Paid Subscriptions,Paid Subscription,Units,2010,1,0.0,1.5
Paid Subscriptions,Paid Subscription,Units,2011,1,0.0,1.8
Paid Subscriptions,Paid Subscription,Units,2012,1,0.0,3.4
Paid Subscriptions,Paid Subscription,Units,2013,1,0.0,6.2
Paid Subscriptions,Paid Subscription,Units,2014,1,0.0,7.7
Paid Subscriptions,Paid Subscription,Units,2015,1,0.0,10.8
Paid Subscriptions,Paid Subscription,Units,2016,1,0.0,22.7
Paid Subscriptions,Paid Subscription,Units,2017,1,0.0,35.3
Paid Subscriptions,Paid Subscription,Units,2018,1,0.0,46.9
Paid Subscriptions,Paid Subscription,Units,2019,1,0.0,60.4
Paid Subscriptions,Paid Subscription,Units,1973,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1974,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1975,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1976,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1977,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1978,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1979,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1980,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1981,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1982,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1983,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1984,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1985,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1986,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1987,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1988,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1989,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1990,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1991,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1992,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1993,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1994,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1995,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1996,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1997,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1998,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,1999,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2000,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2001,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2002,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2003,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2004,1,0.0,0.0
Paid Subscriptions,Paid Subscription,Units,2005,1,0.0,1.3
Paid Subscriptions,Paid Subscription,Units,2006,1,0.0,1.7
Paid Subscriptions,Paid Subscription,Units,2007,1,0.0,1.8
Paid Subscriptions,Paid Subscription,Units,2008,1,0.0,1.6
Paid Subscriptions,Paid Subscription,Units,2009,1,0.0,1.2
Paid Subscriptions,Paid Subscription,Units,2010,1,0.0,1.5
Paid Subscriptions,Paid Subscription,Units,2011,1,0.0,1.8
Paid Subscriptions,Paid Subscription,Units,2012,1,0.0,3.4
Paid Subscriptions,Paid Subscription,Units,2013,1,0.0,6.2
Paid Subscriptions,Paid Subscription,Units,2014,1,0.0,7.7
Paid Subscriptions,Paid Subscription,Units,2015,1,0.0,10.8
Paid Subscriptions,Paid Subscription,Units,2016,1,0.0,22.7
Paid Subscriptions,Paid Subscription,Units,2017,1,0.0,35.3
Paid Subscriptions,Paid Subscription,Units,2018,1,0.0,50.2
Paid Subscriptions,Paid Subscription,Units,2019,1,0.0,0.0
CD,CD,Value,1973,1,0.0,0.0
CD,CD,Value,1974,1,0.0,0.0
CD,CD,Value,1975,1,0.0,0.0
CD,CD,Value,1976,1,0.0,0.0
CD,CD,Value,1977,1,0.0,0.0
CD,CD,Value,1978,1,0.0,0.0
CD,CD,Value,1979,1,0.0,0.0
CD,CD,Value,1980,1,0.0,0.0
CD,CD,Value,1981,1,0.0,0.0
CD,CD,Value,1982,1,0.0,0.0
CD,CD,Value,1983,1,17.2,0.0
CD,CD,Value,1984,1,103.3,0.0
CD,CD,Value,1985,1,389.5,0.0
CD,CD,Value,1986,1,930.1,0.0
CD,CD,Value,1987,1,1593.6,0.0
CD,CD,Value,1988,1,2089.9,0.0
CD,CD,Value,1989,1,2587.7,0.0
CD,CD,Value,1990,1,3451.6,0.0
CD,CD,Value,1991,1,4337.7,0.0
CD,CD,Value,1992,1,5326.5,0.0
CD,CD,Value,1993,1,6511.4,0.0
CD,CD,Value,1994,1,8464.5,0.0
CD,CD,Value,1995,1,9377.4,0.0
CD,CD,Value,1996,1,9934.7,0.0
CD,CD,Value,1997,1,9915.1,0.0
CD,CD,Value,1998,1,11416.0,0.0
CD,CD,Value,1999,1,12816.3,0.0
CD,CD,Value,2000,1,13214.5,0.0
CD,CD,Value,2001,1,12909.4,0.0
CD,CD,Value,2002,1,12044.1,0.0
CD,CD,Value,2003,1,11232.9,0.0
CD,CD,Value,2004,1,11446.5,0.0
CD,CD,Value,2005,1,10520.2,0.0
CD,CD,Value,2006,1,9372.6,0.0
CD,CD,Value,2007,1,7452.3,0.0
CD,CD,Value,2008,1,5471.3,0.0
CD,CD,Value,2009,1,4318.8,0.0
CD,CD,Value,2010,1,3389.4,0.0
CD,CD,Value,2011,1,3100.7,0.0
CD,CD,Value,2012,1,2485.6,0.0
CD,CD,Value,2013,1,2140.9,0.0
CD,CD,Value,2014,1,1776.2,0.0
CD,CD,Value,2015,1,1445.0,0.0
CD,CD,Value,2016,1,1130.8,0.0
CD,CD,Value,2017,1,1057.3,0.0
CD,CD,Value,2018,1,698.4,0.0
CD,CD,Value,2019,1,614.5,0.0
CD Single,CD,Value,1973,1,0.0,0.0
CD Single,CD,Value,1974,1,0.0,0.0
CD Single,CD,Value,1975,1,0.0,0.0
CD Single,CD,Value,1976,1,0.0,0.0
CD Single,CD,Value,1977,1,0.0,0.0
CD Single,CD,Value,1978,1,0.0,0.0
CD Single,CD,Value,1979,1,0.0,0.0
CD Single,CD,Value,1980,1,0.0,0.0
CD Single,CD,Value,1981,1,0.0,0.0
CD Single,CD,Value,1982,1,0.0,0.0
CD Single,CD,Value,1983,1,0.0,0.0
CD Single,CD,Value,1984,1,0.0,0.0
CD Single,CD,Value,1985,1,0.0,0.0
CD Single,CD,Value,1986,1,0.0,0.0
CD Single,CD,Value,1987,1,0.0,0.0
CD Single,CD,Value,1988,1,9.8,0.0
CD Single,CD,Value,1989,1,-0.7,0.0
CD Single,CD,Value,1990,1,6.0,0.0
CD Single,CD,Value,1991,1,35.1,0.0
CD Single,CD,Value,1992,1,45.1,0.0
CD Single,CD,Value,1993,1,45.8,0.0
CD Single,CD,Value,1994,1,56.1,0.0
CD Single,CD,Value,1995,1,110.9,0.0
CD Single,CD,Value,1996,1,184.1,0.0
CD Single,CD,Value,1997,1,272.7,0.0
CD Single,CD,Value,1998,1,213.2,0.0
CD Single,CD,Value,1999,1,222.4,0.0
CD Single,CD,Value,2000,1,142.7,0.0
CD Single,CD,Value,2001,1,79.4,0.0
CD Single,CD,Value,2002,1,19.6,0.0
CD Single,CD,Value,2003,1,36.0,0.0
CD Single,CD,Value,2004,1,15.0,0.0
CD Single,CD,Value,2005,1,10.9,0.0
CD Single,CD,Value,2006,1,7.7,0.0
CD Single,CD,Value,2007,1,12.2,0.0
CD Single,CD,Value,2008,1,3.5,0.0
CD Single,CD,Value,2009,1,3.1,0.0
CD Single,CD,Value,2010,1,2.9,0.0
CD Single,CD,Value,2011,1,3.5,0.0
CD Single,CD,Value,2012,1,3.2,0.0
CD Single,CD,Value,2013,1,2.4,0.0
CD Single,CD,Value,2014,1,3.6,0.0
CD Single,CD,Value,2015,1,1.2,0.0
CD Single,CD,Value,2016,1,0.3,0.0
CD Single,CD,Value,2017,1,1.5,0.0
CD Single,CD,Value,2018,1,0.2,0.0
CD Single,CD,Value,2019,1,0.2,0.0
Cassette,Cassette,Value,1973,1,76.0,0.0
Cassette,Cassette,Value,1974,1,87.2,0.0
Cassette,Cassette,Value,1975,1,98.8,0.0
Cassette,Cassette,Value,1976,1,145.7,0.0
Cassette,Cassette,Value,1977,1,249.6,0.0
Cassette,Cassette,Value,1978,1,449.8,0.0
Cassette,Cassette,Value,1979,1,580.6,0.0
Cassette,Cassette,Value,1980,1,705.0,0.0
Cassette,Cassette,Value,1981,1,1062.8,0.0
Cassette,Cassette,Value,1982,1,1384.5,0.0
Cassette,Cassette,Value,1983,1,1810.9,0.0
Cassette,Cassette,Value,1984,1,2383.9,0.0
Cassette,Cassette,Value,1985,1,2411.5,0.0
Cassette,Cassette,Value,1986,1,2499.5,0.0
Cassette,Cassette,Value,1987,1,2959.7,0.0
Cassette,Cassette,Value,1988,1,3385.1,0.0
Cassette,Cassette,Value,1989,1,3345.8,0.0
Cassette,Cassette,Value,1990,1,3472.4,0.0
Cassette,Cassette,Value,1991,1,3019.6,0.0
Cassette,Cassette,Value,1992,1,3116.3,0.0
Cassette,Cassette,Value,1993,1,2915.8,0.0
Cassette,Cassette,Value,1994,1,2976.4,0.0
Cassette,Cassette,Value,1995,1,2303.6,0.0
Cassette,Cassette,Value,1996,1,1905.3,0.0
Cassette,Cassette,Value,1997,1,1522.7,0.0
Cassette,Cassette,Value,1998,1,1419.9,0.0
Cassette,Cassette,Value,1999,1,1061.6,0.0
Cassette,Cassette,Value,2000,1,626.0,0.0
Cassette,Cassette,Value,2001,1,363.4,0.0
Cassette,Cassette,Value,2002,1,209.8,0.0
Cassette,Cassette,Value,2003,1,108.1,0.0
Cassette,Cassette,Value,2004,1,23.7,0.0
Cassette,Cassette,Value,2005,1,13.1,0.0
Cassette,Cassette,Value,2006,1,3.7,0.0
Cassette,Cassette,Value,2007,1,3.0,0.0
Cassette,Cassette,Value,2008,1,0.9,0.0
Cassette,Cassette,Value,2009,1,0.0,0.0
Cassette,Cassette,Value,2010,1,0.0,0.0
Cassette,Cassette,Value,2011,1,0.0,0.0
Cassette,Cassette,Value,2012,1,0.0,0.0
Cassette,Cassette,Value,2013,1,0.0,0.0
Cassette,Cassette,Value,2014,1,0.0,0.0
Cassette,Cassette,Value,2015,1,0.0,0.0
Cassette,Cassette,Value,2016,1,0.0,0.0
Cassette,Cassette,Value,2017,1,0.0,0.0
Cassette,Cassette,Value,2018,1,0.0,0.0
Cassette,Cassette,Value,2019,1,0.0,0.0
Cassette Single,Cassette,Value,1973,1,0.0,0.0
Cassette Single,Cassette,Value,1974,1,0.0,0.0
Cassette Single,Cassette,Value,1975,1,0.0,0.0
Cassette Single,Cassette,Value,1976,1,0.0,0.0
Cassette Single,Cassette,Value,1977,1,0.0,0.0
Cassette Single,Cassette,Value,1978,1,0.0,0.0
Cassette Single,Cassette,Value,1979,1,0.0,0.0
Cassette Single,Cassette,Value,1980,1,0.0,0.0
Cassette Single,Cassette,Value,1981,1,0.0,0.0
Cassette Single,Cassette,Value,1982,1,0.0,0.0
Cassette Single,Cassette,Value,1983,1,0.0,0.0
Cassette Single,Cassette,Value,1984,1,0.0,0.0
Cassette Single,Cassette,Value,1985,1,0.0,0.0
8 - Track,Tapes,Value,1973,1,489.0,0.0
8 - Track,Tapes,Value,1974,1,549.2,0.0
8 - Track,Tapes,Value,1975,1,583.0,0.0
8 - Track,Tapes,Value,1976,1,678.2,0.0
8 - Track,Tapes,Value,1977,1,811.0,0.0
8 - Track,Tapes,Value,1978,1,948.0,0.0
8 - Track,Tapes,Value,1979,1,684.3,0.0
8 - Track,Tapes,Value,1980,1,527.0,0.0
8 - Track,Tapes,Value,1981,1,313.0,0.0
8 - Track,Tapes,Value,1982,1,36.0,0.0
8 - Track,Tapes,Value,1983,1,0.0,0.0
8 - Track,Tapes,Value,1984,1,0.0,0.0
8 - Track,Tapes,Value,1985,1,0.0,0.0
8 - Track,Tapes,Value,1986,1,0.0,0.0
8 - Track,Tapes,Value,1987,1,0.0,0.0
8 - Track,Tapes,Value,1988,1,0.0,0.0
8 - Track,Tapes,Value,1989,1,0.0,0.0
8 - Track,Tapes,Value,1990,1,0.0,0.0
8 - Track,Tapes,Value,1991,1,0.0,0.0
8 - Track,Tapes,Value,1992,1,0.0,0.0
8 - Track,Tapes,Value,1993,1,0.0,0.0
8 - Track,Tapes,Value,1994,1,0.0,0.0
8 - Track,Tapes,Value,1995,1,0.0,0.0
8 - Track,Tapes,Value,1996,1,0.0,0.0
8 - Track,Tapes,Value,1997,1,0.0,0.0
8 - Track,Tapes,Value,1998,1,0.0,0.0
8 - Track,Tapes,Value,1999,1,0.0,0.0
8 - Track,Tapes,Value,2000,1,0.0,0.0
8 - Track,Tapes,Value,2001,1,0.0,0.0
8 - Track,Tapes,Value,2002,1,0.0,0.0
8 - Track,Tapes,Value,2003,1,0.0,0.0
8 - Track,Tapes,Value,2004,1,0.0,0.0
8 - Track,Tapes,Value,2005,1,0.0,0.0
8 - Track,Tapes,Value,2006,1,0.0,0.0
